measurement index,chair,punching bag,"Root information 1,1","Root information 1,2","Root information 2,2"
0,2.42296637679261,-1.9654065453934215,0.7768145890070278,-0.514409654592076,0.7111799358221308
1,2.761892685631495,0.4654144633494292,0.9743957045128191,-0.5405293397844452,0.7174725961427443
1,-0.4769329345835639,-4.127994204275971,1.0130550083721208,-0.5259076832153087,0.750280734102786
2,0.7801363818559292,-2.176254143929075,0.9414773534378513,-0.6007724877442943,0.8131775850800297
3,0.3006770789153711,-2.137433453962999,0.8797797980019769,-0.541971496600878,0.9970088381720738
5,-1.489892497910219,-2.612639253942161,0.8080135654582533,-0.6289698938122036,0.5997118509831466
6,0.6283094408330595,-0.168185890445979,0.82231203780278,-0.5965133345763164,0.6247323842706253
7,0.0562759796574213,-1.4003194086025745,0.6680522902788455,-0.483854208994593,0.599048886580523
8,2.7720056719512023,3.0018260124961076,1.2198901339152568,-0.7398104667779895,1.1401949392026847
8,1.6138544560103272,2.6274187194958905,1.135721934583873,-0.48316220200452364,0.9346807848133479
12,1.482126153719632,0.4397878053979295,0.6869127507075051,-0.5533390943628775,0.655407466996876
13,-0.45921200751127533,1.1188458200127676,0.9355871617120305,-0.8075687783627588,0.7206181064919754
14,-0.14700653343772888,1.2485555174305463,0.8612532212681759,-0.7538045576510254,0.6370503563216774
15,1.340135705745972,0.2345746584133434,0.6509361389216118,-0.5735262724704759,0.5649326424559942
16,-1.27616504824827,0.3094406261265189,1.1758040562004777,-0.868550218631004,0.8872968247349561
17,2.2423099025079196,-0.9697022592129265,1.4734810402263803,-0.7273228638834752,1.5775347137474591
18,-1.1369684891019964,-2.1788920283123674,0.7250498495503854,-0.5851165396949013,0.6627113864234011
20,-3.159794522830181,-0.7527521051001522,2.313693388154704,-0.9383857989342224,1.6665053207492235
20,2.5283943203779673,1.574618973785183,1.4072783866782923,-0.9011749749718697,0.9463367597901031
20,0.6680921504936966,1.2683789913687415,1.0679644718680383,-0.8329229800478897,0.9051011545008328
23,-3.319780410022209,0.3120328523533844,1.7885364236374615,-0.8545770186671329,1.315596560708082
24,2.37705813381592,1.4606460395512033,1.1603941056686318,-0.6415985097744094,0.7729018034100557
25,2.5704589698088736,1.7180506275247087,1.1889662822370048,-0.8590086636708125,0.6781749103247243
30,0.6638413228031003,-0.8757870322426143,0.7390137705203754,-0.3324974651651346,0.595096202038618
30,-3.3765689213499144,-2.1962845576950873,0.9042338002976547,-0.9708611490922401,0.8285471484342136
33,-1.1660390534672451,-1.5828986330838712,0.7886100801096819,-0.4952117819492996,0.6145795768411226
34,-0.5503070313654256,2.014279380357231,1.2236650542602607,-0.7346678823378303,0.7090504587597991
34,-3.4956450103191323,-1.8003820769003427,1.1302332909164865,-0.7393029452413729,0.7566860299794728
35,3.6461628914712896,3.3206266129364552,0.8199678792278856,-0.32017397370434825,0.6536125565256681
36,3.4834573389789365,1.4852462334555236,0.7890942420354581,-0.5294553627125769,0.7095728207283272
38,-1.0527759967505108,0.6090018892530882,2.057137147134185,-0.9374246059285586,1.5834824689179785
42,3.631226700480193,0.13906925725570005,1.0304003539802924,-0.7421143363036062,0.8838906017111078
44,1.8312126139118265,-0.15073704433912363,1.323981778973174,-0.6638266385060071,1.1185832991927536
45,-2.570158382925069,0.10189252580686611,0.8853117406398422,-0.23747373757700116,1.0763137683386939
47,2.620104173947045,1.4258224237406198,0.8152223028336467,-0.7675424299494481,0.7146769886316485
53,2.441064540598431,0.013146264751596786,0.8548534872222333,-0.4678204974582691,0.6888042142275842
54,1.734523449007399,-0.1045536520920929,0.9454725409878437,-0.6399673769906444,0.6557083336579466
56,-0.4051319542873798,0.24480148219025688,1.1524865180523949,-0.7241193337544873,0.8986829633571397
57,2.467797992731411,0.6062871889296456,0.8617948659669518,-0.41464877163556924,0.6240467891228599
58,1.0810296045472818,2.334642261522892,1.0416457934381116,-0.7093238837952444,0.6836340537101664
59,2.649162232952798,3.3425522042012035,1.0313378888897966,-0.7509096931652045,0.786047746339284
60,0.8857931889300316,1.9979069886146206,0.9235367480334891,-0.6594308947649616,0.7191556763710674
61,-0.8973781000636077,1.5871280396387708,1.5667219371500034,-0.4560583458615728,1.5258698286977246
61,1.3132067490802557,1.3663234479908442,0.7939069006323777,-0.6097145662373671,0.7901119856380882
66,-4.471198880452996,-1.6900051448039457,1.1510043052297783,-0.6664520360497822,1.0985146797123557
71,5.0178956645706245,4.927147039703474,1.0598613698105992,-0.5279185909293382,0.8372441031829109
72,0.3281742195129187,0.30366424902635686,0.7418015760130825,-0.3833890633651895,0.7202172333640849
73,2.6033568053246716,-0.39805558033413324,0.8531335419850242,-0.544883997890221,0.7700309238455155
78,4.861601803117868,-0.27155260736805625,0.9603508491405015,-0.5161684440702639,0.7457140239423258
79,7.053753671076261,-0.9132762275722678,0.7489229836663717,-0.44603573382246975,0.6803010503865801
80,-1.8343542787231044,0.456533557859094,0.9283584853746684,-0.7553624742053154,0.8163922898935669
81,-1.5622358457500756,1.2597624048787095,0.9864417509148142,-0.8794517754936535,0.7791618668941747
82,-0.11587746692792886,-0.14047562209847214,0.9536540699525937,-0.8089007158616289,0.7226832289247549
83,0.610349971148322,3.3353026641856545,1.3718940871320122,-1.0945111013112439,0.8956621008703707
84,-0.0734538987151335,0.3378815217750457,1.4851849033304974,-0.6748013304911161,1.1904271076284416
85,1.1725720835911322,1.0644193638218504,1.563421492227878,-0.7146506234953607,1.0511028399700502
86,2.9916066806754142,0.7367352775156186,1.4300525889017386,-1.0209519786067438,1.287528919254426
89,3.449284182673441,1.7957062288547125,1.0920996696532959,-0.5457739679841678,1.2029554357311825
89,0.9850727540761899,-1.6154190395089583,0.6998185765348031,-0.5905772676631099,0.6342066143536585
95,-1.077016129407312,0.815561620635409,1.955102626802432,-0.7011021641328097,1.2702941267211174
96,2.025211169420197,1.7011488610754475,0.7381477508104078,-0.30273996982627394,0.5988379255750014
97,2.8323897323267153,1.595452993795662,0.8329237246672188,-0.4986532843628952,0.6492791236091765
99,-1.2993609856869015,0.6891820417060801,1.9506655950476695,-1.2465953401130045,1.4615560491061654
102,2.3596350575718574,2.0078448359609196,0.7731563975353904,-0.643709576363654,0.7995294836750527
103,3.0957307361494832,2.0037514685187716,1.2788744174666586,-0.8426051235446625,0.799707720659622
105,1.6066236604302688,-1.4802478208973486,0.7611029722985829,-0.5769715523238811,0.6570641938874976
108,-0.045373748692753554,-0.306488411705993,0.8351887522963417,-0.6566802858504711,0.7234099538981343
115,-1.015002855671575,-2.5095196634954977,1.145717930210622,-0.9047312198467546,0.7616796847953964
115,-2.5664212785107448,-1.9323103670777746,1.0138720493808118,-0.7460695104384548,0.7410283794978879
119,2.567297779185112,-0.28229420360476276,1.6585846938338078,-0.9351807640247054,1.2682591058795425
